Iteration,Execution Time (seconds)
1,6,13.313941955566406
2,4,13.541263580322266
3,6,8.062355279922485
4,4,0.7139575481414795
5,6,2.938124179840088
6,3,0.0060002803802490234
7,4,0.0840005874633789
8,4,0.005999326705932617
9,6,1.2994141578674316
10,5,1.706153154373169
11,5,3.351766347885132
12,4,36.91771364212036
13,5,11.582180976867676
14,4,3.1114554405212402
15,5,25.70426321029663
16,5,1.7172470092773438
17,8,30.187275409698486
18,5,2.5270586013793945
19,5,2.11384916305542
20,8,8.399955987930298
21,5,14.99518346786499
22,5,2.0684568881988525
23,5,13.910040378570557
24,6,0.3230006694793701
25,4,14.735739707946777
26,5,1.487131118774414
27,5,54.56310701370239
28,3,0.034714698791503906
29,6,6.59907865524292
30,5,26.039438009262085
31,6,10.35870909690857
32,6,1.101836919784546
33,10,0.19499945640563965
34,5,0.8496787548065186
35,5,0.8591675758361816
36,11,1.1888179779052734
37,3,0.30499982833862305
38,3,167.70971059799194
39,5,21.817667722702026
40,4,0.4650087356567383
41,5,150.0539746284485
42,6,0.4569077491760254
43,7,70.13833332061768
44,4,0.015405416488647461
45,4,8.651115417480469
46,7,0.6500515937805176
47,5,28.33587121963501
48,4,0.5519411563873291
49,4,4.462393283843994
50,11,0.7564561367034912
51,8,12.374294519424438
52,10,0.30002593994140625
53,4,16.058471202850342
54,4,0.299999475479126
55,5,21.975732564926147
56,4,3.4393832683563232
57,5,3.778860330581665
58,5,0.017999887466430664
59,8,3.008824110031128
60,6,1.4756090641021729
61,5,3.2719125747680664
62,6,10.909664869308472
63,4,0.31113386154174805
64,7,34.04480957984924
65,6,11.13327670097351
66,6,63.394665479660034
67,6,127.83235216140747
68,5,27.09223961830139
69,7,0.607774019241333
70,10,121.73507308959961
71,4,2.2499358654022217
72,5,0.06250619888305664
73,5,99.79931735992432
74,7,1.3865571022033691
75,6,21.610756874084473
76,5,11.470903396606445
77,4,0.10955476760864258
78,4,0.5744936466217041
79,5,6.996980905532837
80,5,0.4360849857330322
81,4,14.409195899963379
82,5,16.822922229766846
83,8,15.076223134994507
84,10,12.927474737167358
85,4,9.672142744064331
86,4,0.021000146865844727
87,4,5.296630382537842
88,5,80.47920036315918
89,4,3.175398588180542
90,8,114.7183735370636
91,3,2.5502493381500244
92,5,0.23915672302246094
93,6,10.563294649124146
94,4,6.126569986343384
95,5,0.12200093269348145
96,5,0.02199840545654297
97,5,3.331125020980835
98,5,0.2669999599456787
99,5,45.14978218078613
100,5,0.024024248123168945
101,8,0.38594484329223633
102,4,0.09719276428222656
103,3,0.004000186920166016
104,6,81.31527137756348
105,5,31.586572647094727
106,5,1.8615379333496094
107,3,0.007999897003173828
108,4,62.58971095085144
109,6,0.16717052459716797
110,4,0.5996212959289551
111,6,26.174925565719604
112,8,1.3905909061431885
113,6,1.0464727878570557
114,5,2.81215238571167
115,7,164.3249123096466
116,3,57.532037019729614
117,4,0.01299905776977539
118,10,14.2113356590271
119,6,12.819331645965576
120,8,10.18710994720459
121,6,1.3500993251800537
122,6,1.833190679550171
123,4,2.935241460800171
124,5,42.407225131988525
125,6,32.71924185752869
126,6,3.4776926040649414
127,5,6.173056125640869
128,3,0.42732834815979004
129,5,0.2795743942260742
130,4,16.45163607597351
131,5,36.197988986968994
132,7,38.518831968307495
133,2,0.008000373840332031
134,5,4.6408538818359375
135,5,49.82224678993225
136,7,3.9410929679870605
137,7,10.36833906173706
138,7,1.731536626815796
139,8,41.2667510509491
140,3,0.04899954795837402
141,7,2.811434030532837
142,6,17.10476326942444
143,4,3.337750196456909
144,4,0.872079610824585
145,5,0.01800084114074707
146,6,8.260536909103394
147,5,0.10402631759643555
148,3,0.34237122535705566
149,3,0.36929774284362793
150,5,0.35013270378112793
151,5,86.63907647132874
152,7,22.00679349899292
153,6,1.9702892303466797
154,3,0.014000177383422852
155,3,0.03600025177001953
156,3,10.17469334602356
157,3,0.4676167964935303
158,6,13.78069257736206
159,8,7.441502809524536
160,6,11.795140743255615
161,5,22.39231538772583
162,4,0.4653637409210205
163,7,64.04951453208923
164,6,0.24207377433776855
165,4,0.03195786476135254
166,6,57.55122423171997
167,5,2.69443678855896
168,6,8.197113990783691
169,6,8.937429904937744
170,6,26.357473134994507
171,4,0.9846673011779785
172,6,0.6097688674926758
173,7,0.7516491413116455
174,11,1.2958457469940186
175,6,82.55398917198181
176,4,43.76513910293579
177,4,14.50611424446106
178,4,20.906258821487427
179,4,0.043808698654174805
180,4,63.456995725631714
181,5,0.01804065704345703
182,3,0.0039997100830078125
183,6,1.2376413345336914
184,3,0.016225814819335938
185,8,16.76382064819336
186,5,3.2029380798339844
187,3,0.0010001659393310547
188,7,28.722221612930298
189,5,1.7717809677124023
190,6,80.0761878490448
191,5,36.94605755805969
192,3,0.007651090621948242
193,6,29.157835960388184
194,5,48.59692072868347
195,3,1.999305248260498
196,5,38.219292640686035
197,4,0.06615519523620605
198,6,1.1547107696533203
199,5,60.08018517494202
200,3,0.046874284744262695
201,7,0.31685519218444824
202,4,1.5354328155517578
203,4,0.02700018882751465
204,5,102.91454434394836
205,7,5.386658668518066
206,4,0.2161705493927002
207,4,0.3998293876647949
208,5,116.07062411308289
209,4,0.7699575424194336
210,5,0.010003805160522461
211,5,0.10151362419128418
212,6,0.16402029991149902
213,4,1.6741364002227783
214,3,7.547990322113037
215,4,24.049235105514526
216,5,114.58537411689758
217,5,4.062981128692627
218,5,15.261583089828491
219,5,5.25687050819397
220,6,0.608914852142334
221,7,11.95726203918457
222,4,11.694782733917236
223,6,0.04447150230407715
224,7,1.0697078704833984
225,5,135.92787837982178
226,5,0.13000082969665527
227,13,0.6279993057250977
228,6,0.5025203227996826
229,5,50.08571434020996
230,6,71.68753504753113
231,6,1.7412760257720947
232,3,0.3619506359100342
233,4,2.485363245010376
234,3,0.043999433517456055
235,7,9.281739950180054
236,6,0.778195858001709
237,3,0.02200031280517578
238,4,0.034999847412109375
239,6,6.245745420455933
240,3,0.04689311981201172
241,9,12.375246286392212
242,5,100.75536036491394
243,5,42.98696303367615
244,6,197.8472511768341
245,4,0.09375190734863281
246,5,13.650336027145386
247,6,13.093417882919312
248,6,3.2661311626434326
