Iteration,Execution Time (seconds)
1,7,159.78413128852844
2,6,29.916739225387573
3,10,16.661014080047607
4,6,9.100738048553467
5,8,1.3001346588134766
6,7,0.21914315223693848
7,8,0.1562492847442627
8,8,8.148704290390015
9,13,2.423931837081909
10,7,0.2285459041595459
11,6,11.29788589477539
12,3,0.387439489364624
13,4,0.04699993133544922
14,8,35.22783088684082
15,8,6.0036234855651855
16,7,12.125948667526245
17,19,2.16119647026062
18,6,16.350484371185303
19,11,89.48803806304932
20,7,15.11951732635498
21,15,51.57316493988037
22,4,0.013001203536987305
23,5,5.908268690109253
24,8,46.26477384567261
25,12,0.4198784828186035
26,5,23.278160572052002
27,14,311.9225149154663
28,5,0.04399991035461426
29,16,16.73800778388977
30,12,79.88569808006287
31,11,27.43285632133484
32,4,0.07299947738647461
33,11,38.30916881561279
34,27,8.91470742225647
35,11,36.12938976287842
36,8,0.05351400375366211
37,16,23.474006414413452
38,10,2.064337968826294
39,11,1.6792163848876953
40,7,31.18358826637268
41,13,0.7373905181884766
42,6,2.9435513019561768
43,3,0.12099957466125488
44,16,94.27252459526062
45,11,0.30299830436706543
46,6,1.9388535022735596
47,13,30.762953519821167
48,5,10.918687582015991
49,10,4.159813642501831
50,20,0.4963066577911377
51,9,9.87879991531372
52,9,0.8655517101287842
53,5,0.06697297096252441
54,8,1.8859138488769531
55,9,4.958479881286621
56,8,138.3114309310913
57,9,13.727729082107544
58,6,2.838796615600586
59,12,61.878324031829834
60,11,8.559300899505615
61,9,91.31055426597595
62,12,0.0989995002746582
63,5,2.5161550045013428
64,5,53.92871618270874
65,5,0.018224239349365234
66,12,6.484490394592285
67,21,49.22960925102234
68,8,0.5558667182922363
69,3,0.4781808853149414
70,7,0.6540791988372803
71,9,0.05999922752380371
72,11,0.6782948970794678
73,40,0.14400744438171387
74,7,5.825725555419922
75,6,0.045621633529663086
76,4,0.17967939376831055
77,5,0.6833357810974121
78,9,8.306126832962036
79,47,72.52770137786865
80,7,0.026252269744873047
81,11,7.4589478969573975
82,6,1.3043360710144043
83,6,87.96258616447449
84,5,0.04599928855895996
85,8,0.9290215969085693
86,8,26.128522872924805
87,5,0.3761022090911865
88,6,0.4856123924255371
89,15,62.79696559906006
90,22,147.52861261367798
91,5,0.16000080108642578
92,11,37.21121644973755
93,7,0.4170572757720947
94,6,34.133827924728394
95,6,64.05128264427185
96,13,0.5483965873718262
97,4,0.006000041961669922
98,20,1.2546322345733643
99,16,0.03231024742126465
100,3,0.00659942626953125
101,12,5.6807780265808105
102,8,33.4022331237793
103,9,15.748140573501587
104,6,1.4369430541992188
105,5,15.980265378952026
106,4,9.749662399291992
107,5,0.10731101036071777
108,9,1.1200439929962158
109,5,0.4773249626159668
110,24,5.346903085708618
111,8,0.1660017967224121
112,12,54.35155916213989
113,11,88.13327121734619
114,15,0.34151411056518555
115,9,0.1442553997039795
116,10,7.970910549163818
117,12,91.53960156440735
118,14,0.15492820739746094
119,12,33.04203653335571
120,7,43.289182901382446
121,10,28.422298431396484
122,5,6.705963611602783
123,29,0.5825533866882324
124,13,69.11000275611877
125,11,0.8541796207427979
126,19,32.730648040771484
127,6,16.908641815185547
128,6,3.1636133193969727
129,6,0.019129037857055664
130,16,1.1007616519927979
131,6,3.8943254947662354
132,9,27.158726692199707
133,8,11.154952049255371
134,5,165.1018581390381
135,10,9.50111174583435
136,9,42.51477122306824
137,9,122.00746297836304
138,7,25.90566897392273
139,11,104.6695077419281
140,8,0.2826523780822754
141,6,12.26484227180481
142,26,0.37599921226501465
143,8,0.9716947078704834
144,5,0.0969998836517334
145,2,0.003000020980834961
146,7,0.4329996109008789
147,9,8.39004111289978
148,9,0.2350006103515625
149,6,1.5867037773132324
150,8,47.93960499763489
151,6,6.583256244659424
152,6,2.9206817150115967
153,6,171.92275071144104
154,6,4.520153045654297
155,10,24.6478374004364
156,15,9.067832469940186
157,7,0.0659034252166748
158,7,6.476637363433838
159,33,2.697849988937378
160,5,3.236323118209839
161,25,4.589492082595825
162,10,74.25684595108032
163,15,22.44683289527893
164,5,5.381674528121948
165,6,2.029352903366089
166,7,2.0063319206237793
167,10,1.2839651107788086
168,8,1.685718059539795
169,4,0.11699962615966797
170,74,0.8112761974334717
171,23,23.18727731704712
172,5,0.44903087615966797
173,6,1.424504280090332
174,8,79.34350275993347
175,8,8.267290115356445
176,23,0.15197491645812988
177,9,0.4188117980957031
178,5,0.009000062942504883
179,16,0.03148508071899414
180,9,0.01804494857788086
181,6,1.4324467182159424
182,8,3.7083826065063477
183,5,9.196215867996216
184,10,10.157653093338013
185,4,0.017999887466430664
186,7,31.693382024765015
187,18,20.72395920753479
188,11,96.70072770118713
189,6,0.01600050926208496
190,10,9.787682056427002
191,5,55.96791315078735
192,4,0.18226027488708496
193,18,29.819382667541504
194,8,5.092929363250732
195,8,0.03908371925354004
196,9,0.3969993591308594
197,8,144.82900714874268
198,20,94.82712626457214
199,5,3.9796907901763916
200,11,2.3823492527008057
201,11,0.4070549011230469
202,12,13.998016834259033
203,7,0.5575006008148193
204,10,3.3146586418151855
205,13,16.189790964126587
206,18,0.8255577087402344
207,8,16.67527174949646
208,9,0.8153722286224365
209,7,23.756298780441284
210,5,10.751704216003418
211,6,15.63661503791809
212,6,0.430999755859375
213,11,4.202662229537964
214,11,13.977015256881714
215,11,6.896213054656982
216,6,15.812922477722168
217,3,1.4655218124389648
218,6,9.925692081451416
219,13,2.0459723472595215
220,9,16.980266332626343
221,7,5.0170698165893555
222,7,2.1078743934631348
223,16,47.20712733268738
224,5,1.8410472869873047
225,20,0.9557273387908936
226,17,28.947659969329834
227,15,1.7430553436279297
228,18,0.8338272571563721
229,8,109.48148322105408
230,11,0.029156208038330078
